2021-02-06T14:00:04,568804,70.8,76.312,70.533,96.8,3.03,40,0,0.267,15.009,81.804,96.813,100,246
2021-02-06T14:00:06,568806,70.8,76.312,70.533,96.9,2.05,40,0,0.267,15.009,81.855,96.864,100,247
2021-02-06T14:00:08,568808,70.8,76.312,70.551,95.3,2.36,40,0,0.249,13.377,81.908,95.285,100,242
2021-02-06T14:00:11,568811,70.8,76.312,70.551,97,2.36,40,0,0.267,15.009,81.967,96.976,100,247
2021-02-06T14:00:13,568813,70.8,76.312,70.551,95.4,2.29,40,0,0.249,13.377,82.018,95.395,100,243
2021-02-06T14:00:15,568815,70.8,76.425,70.551,100,2.29,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:00:17,568817,70.8,76.425,70.533,95.2,2.35,40,0,0.249,13.377,81.781,95.158,100,242
2021-02-06T14:00:20,568820,70.8,76.425,70.533,96.8,2.36,40,0,0.267,15.009,81.84,96.848,100,246
2021-02-06T14:00:22,568822,70.8,76.425,70.533,95.3,2.29,40,0,0.249,13.377,81.891,95.268,100,242
2021-02-06T14:00:24,568824,70.8,76.425,70.533,97,2.29,40,0,0.267,15.009,81.948,96.957,100,247
2021-02-06T14:00:27,568827,70.8,76.425,70.551,97,2.36,40,0,0.267,15.009,82.007,97.016,100,247
2021-02-06T14:00:29,568829,70.8,76.425,70.533,95.4,2.42,40,0,0.249,13.377,82.061,95.438,100,243
2021-02-06T14:00:31,568831,70.8,76.312,70.497,100,2.29,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:00:34,568834,70.8,76.312,70.551,100,2.29,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:00:37,568837,70.8,76.312,70.533,96.8,2.9,40,0,0.267,15.009,81.801,96.809,100,246
2021-02-06T14:00:39,568839,70.8,76.312,70.497,96.9,2.05,40,0,0.267,15.009,81.852,96.861,100,246
2021-02-06T14:00:41,568841,70.8,76.312,70.551,95.3,2.63,40,0,0.249,13.377,81.91,95.288,100,242
2021-02-06T14:00:44,568844,70.8,76.312,70.606,92.1,2.29,40,0,0.212,10.114,81.949,92.063,100,234
2021-02-06T14:00:46,568846,70.8,76.312,70.551,90.5,2.09,40,0,0.194,8.483,81.979,90.461,100,230
2021-02-06T14:00:48,568848,70.8,76.312,70.551,95.4,2.36,40,0,0.249,13.377,82.031,95.408,100,243
2021-02-06T14:00:50,568850,70.8,76.312,70.551,92.2,2.36,40,0,0.212,10.114,82.071,92.185,100,235
2021-02-06T14:00:53,568853,70.8,76.312,70.551,95.5,2.29,40,0,0.249,13.377,82.122,95.499,100,243
2021-02-06T14:00:55,568855,70.8,76.312,70.551,92.3,2.29,40,0,0.212,10.114,82.161,92.275,100,235
2021-02-06T14:00:57,568857,70.8,76.312,70.606,92.3,2.36,40,0,0.212,10.114,82.2,92.314,100,235
2021-02-06T14:01:00,568860,70.8,76.312,70.588,92.4,2.36,40,0,0.212,10.114,82.24,92.354,100,235
2021-02-06T14:01:02,568862,70.8,76.312,70.606,89.1,2.29,40,0,0.176,6.851,82.266,89.117,100,227
2021-02-06T14:01:04,568864,70.8,76.312,70.624,89.1,2.29,40,0,0.176,6.851,82.292,89.143,100,227
2021-02-06T14:01:07,568867,70.8,76.312,70.606,90.8,2.36,40,0,0.194,8.483,82.326,90.808,100,231
2021-02-06T14:01:09,568869,70.8,76.312,70.588,92.5,2.36,40,0,0.212,10.114,82.366,92.48,100,235
2021-02-06T14:01:11,568871,70.8,76.312,70.606,95.8,2.36,40,0,0.249,13.377,82.418,95.795,100,244
2021-02-06T14:01:16,568876,70.8,76.312,70.606,92.6,2.09,40,0,0.212,10.114,82.486,92.6,100,236
2021-02-06T14:01:18,568878,70.8,76.312,70.606,91,2.36,40,0,0.194,8.483,82.519,91.002,100,232
2021-02-06T14:01:21,568881,70.8,76.312,70.588,92.7,2.36,40,0,0.212,10.114,82.559,92.673,100,236
2021-02-06T14:01:23,568883,70.8,76.312,70.588,92.7,2.29,40,0,0.212,10.114,82.598,92.712,100,236
2021-02-06T14:01:25,568885,70.8,76.312,70.588,91.1,2.29,40,0,0.194,8.483,82.63,91.112,100,232
2021-02-06T14:01:27,568887,70.8,76.312,70.551,92.8,2.36,40,0,0.212,10.114,82.67,92.784,100,236
2021-02-06T14:01:30,568890,70.8,76.312,70.588,92.8,2.36,40,0,0.212,10.114,82.709,92.824,100,236
2021-02-06T14:01:32,568892,70.8,76.312,70.588,96.1,2.29,40,0,0.249,13.377,82.761,96.138,100,245
2021-02-06T14:01:34,568894,70.8,76.312,70.606,92.9,2.29,40,0,0.212,10.114,82.799,92.913,100,236
2021-02-06T14:01:37,568897,70.8,76.312,70.606,93,2.36,40,0,0.212,10.114,82.839,92.953,100,237
2021-02-06T14:01:39,568899,70.8,76.312,70.551,93,2.36,40,0,0.212,10.114,82.879,92.993,100,237
2021-02-06T14:01:41,568901,70.8,76.312,70.606,93,2.29,40,0,0.212,10.114,82.917,93.031,100,237
2021-02-06T14:01:44,568904,70.8,76.312,70.588,93.1,2.29,40,0,0.212,10.114,82.956,93.07,100,237
2021-02-06T14:01:46,568906,70.8,76.312,70.588,93.1,2.09,40,0,0.212,10.114,82.991,93.105,100,237
2021-02-06T14:01:48,568908,70.8,76.312,70.606,93.1,2.36,40,0,0.212,10.114,83.031,93.145,100,237
2021-02-06T14:01:51,568911,70.8,76.312,70.551,96.5,2.36,40,0,0.249,13.377,83.084,96.461,100,245
2021-02-06T14:01:53,568913,70.8,76.312,70.551,93.2,2.29,40,0,0.212,10.114,83.122,93.236,100,237
2021-02-06T14:01:55,568915,70.8,76.312,70.551,93.3,2.36,40,0,0.212,10.114,83.162,93.276,100,237
2021-02-06T14:01:58,568918,70.8,76.312,70.533,96.6,2.36,40,0,0.249,13.377,83.215,96.592,100,246
2021-02-06T14:02:00,568920,70.8,76.537,70.533,100,2.36,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:02:02,568922,70.8,76.537,70.497,96.8,2.29,40,0,0.267,15.009,81.785,96.794,100,246
2021-02-06T14:02:04,568924,70.8,76.425,70.497,100,2.29,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:02:07,568927,70.8,76.425,70.479,100,2.36,40,0,0.303,18.272,81.728,100,100,255
2021-02-06T14:02:10,568930,70.8,76.537,70.479,100,2.9,40,0,0.321,19.903,80.097,100,100,255
2021-02-06T14:02:12,568932,70.8,76.537,70.479,100,2.25,40,0,0.321,19.903,80.097,100,100,255
2021-02-06T14:02:14,568934,70.8,76.537,70.461,100,2.29,40,0,0.321,19.903,80.097,100,100,255
2021-02-06T14:02:19,568939,70.8,76.425,70.479,100,2.32,40,0,0.339,20,80,100,100,255
2021-02-06T14:02:22,568942,70.8,76.425,70.479,100,2.29,40,0,0.321,19.903,80.076,99.979,100,254
